f,alpha,mu_x,mu_y,sig_x,sig_y,logL
0.10543239658761165,0.6778568808548963,177.34509561503992,-129.76737509207004,397.87742557880915,429.85336559465856,-39099.93139211838
0.10543239658761165,0.7187489615317187,201.7223943553825,-129.76737509207004,397.87742557880915,429.85336559465856,-39100.73029741268
0.10543239658761165,0.804908640060183,149.66899582206656,-129.76737509207004,335.0213615521756,463.24276495725337,-39097.902517949566
0.10543239658761165,0.833271941844255,149.66899582206656,-129.76737509207004,375.2099332055721,463.24276495725337,-39099.19076277019
0.10543239658761165,0.82462478982244,149.66899582206656,-148.49329669944322,375.2099332055721,415.2480561397923,-39098.82139207695
0.10543239658761165,0.7752971181751338,164.1178316681571,-154.30628691600276,345.17860596917154,443.8967056823104,-39098.13788610243
0.09669912999331014,0.7844123757879841,164.1178316681571,-154.30628691600276,345.17860596917154,409.55040020291557,-39098.138143573524
0.09669912999331014,0.8951954797835632,164.1178316681571,-137.53321056966627,321.4703562675362,425.4538433013009,-39097.745471747585
0.09669912999331014,0.9514229573471933,167.02342281379353,-137.55780045441512,307.1205833333171,424.64995343761524,-39098.679040508476
0.09669912999331014,0.9514229573471933,167.02342281379353,-137.55780045441512,288.71418220427006,424.64995343761524,-39100.283039555026
0.10278319282248774,0.9151860115100917,167.02342281379353,-126.46292796673343,294.3260642588044,441.1673845164912,-39099.36196730606
0.10278319282248774,0.9151860115100917,167.02342281379353,-142.26576123386292,294.3260642588044,454.01545633529463,-39100.49181726451
0.10278319282248774,0.9445091362407764,140.3592088866802,-118.14042526624561,294.3260642588044,454.01545633529463,-39100.089416193994
0.10278319282248774,0.8661205761364272,199.75098288227903,-124.90101674072517,294.3260642588044,408.76770502100607,-39099.43950912051
0.10278319282248774,0.8382884916243972,200.98908206527608,-124.90101674072517,294.3260642588044,408.76770502100607,-39099.394366173
0.10278319282248774,0.8382884916243972,228.12282731305424,-132.58518111854153,294.3260642588044,408.76770502100607,-39101.08657432344
0.10278319282248774,0.8310619822375455,216.2358393592973,-132.58518111854153,294.3260642588044,417.6314313023422,-39100.184812009764
0.11094372527741153,0.8599931829626521,216.2358393592973,-141.14470032599766,294.3260642588044,424.55423146911033,-39101.67839965603
0.11094372527741153,0.8727960213154802,216.2358393592973,-141.14470032599766,294.3260642588044,424.55423146911033,-39101.73728513603
0.11094372527741153,0.8727960213154802,216.2358393592973,-128.82587572212088,322.0091308977903,433.8099924205779,-39099.51612409043
0.086837900917225,0.859537369223691,187.96236080872362,-138.9268898842757,368.9392552281906,430.3071979419809,-39101.44475246707
0.086837900917225,0.859537369223691,187.96236080872362,-138.9268898842757,368.9392552281906,472.06328200444625,-39103.318544459864
0.086837900917225,0.8478501116921973,187.96236080872362,-138.9268898842757,340.1530049398347,395.4212371909014,-39099.82627970078
0.11170628646386185,0.8995260129758289,187.96236080872362,-138.9268898842757,340.1530049398347,395.4212371909014,-39099.15239463668
0.0983481837034553,0.8699941340777015,187.96236080872362,-138.9268898842757,340.1530049398347,395.4212371909014,-39098.053612603195
0.0983481837034553,0.9225212354572724,187.96236080872362,-138.9268898842757,346.21237021833014,424.24868306793894,-39098.10155713887
0.0983481837034553,0.9764158042627513,231.50661433788497,-67.65828918591166,328.8987238078169,424.24868306793894,-39100.92928549832
0.0983481837034553,0.904988105131095,207.95238298609485,-67.65828918591166,328.8987238078169,408.1504264043159,-39098.882228270326
0.0983481837034553,0.904988105131095,139.17189871510368,-67.65828918591166,328.8987238078169,404.69372098451277,-39096.99813770515
0.0983481837034553,0.920253558999897,139.17189871510368,-67.21528203265393,328.8987238078169,410.24779615715363,-39097.0416764197
0.0983481837034553,0.920253558999897,180.49469628379723,-69.3566542860036,311.7786866714158,410.26276389492466,-39097.93632605208
0.0983481837034553,0.8967263814363602,209.79241441918668,-123.7761530386372,311.7786866714158,373.2130327574516,-39100.062332299894
0.0983481837034553,0.92351640401342,208.32156874508777,-103.50532031330464,311.7786866714158,373.2130327574516,-39099.83452817438
0.0983481837034553,1.0025661045887286,208.32156874508777,-127.87018648921905,311.7786866714158,369.7657231064733,-39100.68480488543
0.0983481837034553,1.016259359359568,185.08756351682223,-108.05630559006977,311.7786866714158,359.5359257941375,-39100.06749649047
0.0983481837034553,1.0217724706461337,130.1863338238514,-134.71218286549015,335.64850540548906,359.5359257941375,-39099.929331858555
0.0983481837034553,1.0929448406800537,130.1863338238514,-134.71218286549015,403.8414852104023,392.274926253799,-39100.99232137432
0.08908806451159933,1.1189052525099228,146.62071828523503,-134.71218286549015,379.2590092746472,416.4389953400042,-39101.26606815835
0.08908806451159933,1.1881711242576043,146.62071828523503,-92.31504035648078,352.8826411004828,379.6358197522974,-39099.42493479274
0.08908806451159933,1.13460257330846,105.47863893300004,-90.88546129547744,329.21827346782055,400.73203378994185,-39100.020463621535
0.08908806451159933,1.2118295219473605,150.91586369974496,-126.69664640971942,329.21827346782055,428.9286325765026,-39101.07599903396
0.09233249076907332,1.1949158743980404,150.91586369974496,-126.69664640971942,329.21827346782055,371.60768694218996,-39099.665827399076
0.09233249076907332,1.18193525026746,150.91586369974496,-139.18268203461457,326.9582016980752,387.6242418917023,-39099.88577118509
0.09233249076907332,1.1765555230151297,153.88144129526972,-149.25241964881215,326.9582016980752,398.91113343213976,-39100.36591089475
0.09233249076907332,1.1765555230151297,171.69442561351434,-149.25241964881215,326.9582016980752,380.3711900456379,-39100.520825027044
0.09233249076907332,1.1765555230151297,171.69442561351434,-149.25241964881215,352.9022013942467,380.3711900456379,-39100.27895406251
0.09233249076907332,1.2489405603308907,171.69442561351434,-62.702254633462644,352.9022013942467,380.3711900456379,-39099.83493653324
0.09233249076907332,1.1666441034104422,171.69442561351434,-75.39053918821776,349.66377270155493,380.3711900456379,-39099.174019459126
0.1065674654595338,1.1775001474466311,171.69442561351434,-121.67265396758117,343.4711016441315,420.4478572698746,-39098.9028263847
0.1065674654595338,1.2414906324554145,185.91961887611473,-121.67265396758117,318.63232861985705,420.4478572698746,-39100.894050206276
0.1065674654595338,1.3398486142083972,185.91961887611473,-121.67265396758117,355.45449028603093,401.00017642108355,-39099.897945784294
0.1065674654595338,1.3398486142083972,185.91961887611473,-160.31770229120428,381.3992225255089,401.00017642108355,-39101.40165032961
0.1065674654595338,1.2416861435431943,185.91961887611473,-100.28146098722007,338.8348963116435,386.4984960555971,-39099.482645993645
0.1065674654595338,1.318531899145834,134.96832253271307,-95.7014317026815,338.8348963116435,375.1296610226264,-39099.60610053835
0.1065674654595338,1.3036424321913243,118.29663652105278,-104.01670472116852,384.11482196229474,375.1296610226264,-39099.783684147755
0.1065674654595338,1.3036424321913243,118.29663652105278,-116.16896700605622,384.11482196229474,409.2909498391024,-39099.96409235445
0.1065674654595338,1.2094368199750765,118.29663652105278,-116.16896700605622,384.11482196229474,409.3165014602771,-39099.71411200442
0.1065674654595338,1.1860099442398846,118.29663652105278,-113.93820935788837,384.11482196229474,407.8156205875458,-39099.599193919115
0.1065674654595338,1.2458522171485695,86.48813216984799,-113.93820935788837,374.1903860584001,412.9550131102296,-39101.00831329637
0.1065674654595338,1.2535946213090103,86.48813216984799,-113.93820935788837,372.68126626415756,412.9550131102296,-39101.01430019781
0.1065674654595338,1.2535946213090103,86.48813216984799,-104.1397191689025,360.203856407576,412.9550131102296,-39100.747167912064
0.1065674654595338,1.219968167314482,86.48813216984799,-104.1397191689025,360.203856407576,399.2470428248681,-39100.455140175894
0.1065674654595338,1.202382969637403,174.51540031654736,-87.46853239233886,388.25758215670584,399.2470428248681,-39099.53438457462
0.1065674654595338,1.285221770615848,174.51540031654736,-87.46853239233886,349.5682491488926,413.2212112621206,-39099.42248739356
0.1065674654595338,1.2145607064461772,158.96566584320828,-65.61490269483313,337.25632055350394,436.89337005354514,-39100.10919243698
0.1065674654595338,1.095089722348595,158.96566584320828,-55.5747623081415,335.4422319985587,436.89337005354514,-39099.2822241539
0.1065674654595338,1.0714069486150999,158.96566584320828,-94.99944986100681,322.49028026858264,451.2057356931913,-39098.99142760137
0.10329552040544711,1.1006141274034589,96.7336266038158,-36.80561397237303,322.49028026858264,379.52788618992633,-39101.294351614495
0.10329552040544711,1.1006141274034589,96.7336266038158,-36.80561397237303,329.3715142595092,379.52788618992633,-39101.06082953329
0.10674027320624406,1.0611368814327526,96.7336266038158,-36.80561397237303,358.92889216047655,389.2486277505116,-39100.8723039077
0.10674027320624406,1.0017897503745024,96.7336266038158,-105.27118054390343,360.5596681090314,383.4437649421138,-39099.6292414823
0.10674027320624406,0.9082510473577785,96.7336266038158,-105.27118054390343,360.5596681090314,383.4437649421138,-39099.49966739733
0.10674027320624406,0.928737926400186,96.7336266038158,-105.27118054390343,363.7751184443818,464.9800560640168,-39100.06494904717
0.10674027320624406,0.928737926400186,157.90658783120665,-102.62049553614838,308.411104662666,464.9800560640168,-39098.940957286024
0.10674027320624406,0.9620797059115083,157.90658783120665,-102.62049553614838,363.6457069401166,458.78843851203595,-39098.56383382292
0.10674027320624406,0.9467746700636807,157.90658783120665,-102.62049553614838,363.6457069401166,427.31539544499293,-39097.549080530705
0.10674027320624406,0.97257825585802,157.90658783120665,-115.3694077640272,363.6457069401166,454.80527027023845,-39098.567815090195
0.10674027320624406,0.8997108752446614,165.12023841459202,-87.35678006878933,369.0284898634013,454.80527027023845,-39098.49151428531
0.10674027320624406,0.8742298319024546,165.12023841459202,-74.48278606728663,374.5809212519989,454.80527027023845,-39098.94530166422
0.10674027320624406,0.8691460554818937,165.12023841459202,-44.058148155757245,350.10911839569945,448.29388961244257,-39098.85519709654
0.10674027320624406,0.8671189143329482,165.12023841459202,-82.51455673077842,350.10911839569945,448.29388961244257,-39097.46912889478
0.10674027320624406,0.8367233777241093,139.7716901805048,-82.51455673077842,339.60137097100767,415.5932228039087,-39096.64112046664
0.10674027320624406,0.7718599435620724,139.7716901805048,-90.364032203162,354.34857754289095,429.84506054607886,-39096.80038896862
0.10674027320624406,0.7368270481603915,162.9720621552661,-90.364032203162,339.9379294441722,411.45324718814317,-39096.489185348146
0.10674027320624406,0.6739087683129631,137.16873230569357,-90.364032203162,339.9379294441722,411.45324718814317,-39096.49937394205
0.10674027320624406,0.7609821454070527,192.59092475352782,-90.364032203162,348.16957118397517,411.45324718814317,-39097.50669159895
0.10674027320624406,0.7791449617251904,174.68496574455173,-90.364032203162,349.5616195861366,411.45324718814317,-39096.93316835865
0.10674027320624406,0.7489756008068303,102.03636930433852,-77.85771872698116,351.646830662817,442.3748661539562,-39098.01855821113
0.10226280565831258,0.7409990255880894,102.03636930433852,-49.117287402193355,351.646830662817,407.7008964259463,-39098.41942257788
0.10226280565831258,0.7555698568336424,162.91544964419654,-67.40049626275247,351.646830662817,407.7008964259463,-39097.057539885456
0.10226280565831258,0.8059696268841136,162.91544964419654,-51.034342678802986,351.646830662817,385.0500330898137,-39098.38535792081
0.11309867082044994,0.8683031668796887,221.34861006732783,-51.034342678802986,351.646830662817,385.0500330898137,-39102.81764243136
