f,alpha,mu_x,mu_y,sig_x,sig_y,logL
0.11252830390533683,0.3067632016387643,16.493039965535036,40.96093873437812,216.18203873390877,443.3746457482975,-63213.82692225376
0.11252830390533683,0.26526493000434914,16.493039965535036,2.277647891568364,216.18203873390877,424.20007804292044,-63213.30089633781
0.11252830390533683,0.26526493000434914,16.493039965535036,2.277647891568364,211.54852918602526,424.20007804292044,-63213.04499631136
0.11252830390533683,0.2164184566807052,16.493039965535036,7.219215594659162,211.54852918602526,424.20007804292044,-63212.80390258269
0.11252830390533683,0.2164184566807052,16.493039965535036,53.13337029851896,208.40576453012375,456.9194061012696,-63213.21613349192
0.11252830390533683,0.194949241486933,16.493039965535036,37.84598980443825,208.40576453012375,445.5141121921305,-63212.86957027037
0.11252830390533683,0.2948738854273947,16.493039965535036,37.84598980443825,208.40576453012375,448.32988145618623,-63213.25235216133
0.11252830390533683,0.2948738854273947,16.493039965535036,37.84598980443825,208.40576453012375,457.17898848831567,-63213.55982210484
0.1050562129347326,0.29388997081144835,16.493039965535036,37.84598980443825,208.40576453012375,457.17898848831567,-63213.11414162594
0.1050562129347326,0.29388997081144835,16.493039965535036,37.84598980443825,225.4889358884849,457.17898848831567,-63214.613370530176
0.1050562129347326,0.24451042309393115,16.493039965535036,50.04366062542479,213.17688825827415,446.2017888146452,-63212.44071539746
0.1050562129347326,0.24451042309393115,16.493039965535036,74.46000422834484,213.17688825827415,446.2017888146452,-63213.82560925663
0.1050562129347326,0.20652419365096564,16.493039965535036,16.199647279841926,213.17688825827415,446.2017888146452,-63212.33049259783
0.1050562129347326,0.20652419365096564,11.629007001643414,36.682648573167214,218.71982733750943,446.2017888146452,-63213.03652633331
0.1050562129347326,0.20652419365096564,11.629007001643414,14.330809728225017,200.44349038936116,433.91809997025064,-63212.26302441841
0.1050562129347326,0.20652419365096564,11.629007001643414,14.330809728225017,194.95874870638343,439.59354429685266,-63212.769135340706
0.1050562129347326,0.2578924849602927,11.629007001643414,14.330809728225017,194.95874870638343,457.08734387727,-63213.27510577858
0.1050562129347326,0.2578924849602927,44.05327787764686,14.330809728225017,194.95874870638343,457.08734387727,-63214.419577205685
0.1050562129347326,0.2522906836423176,44.05327787764686,21.37670745222914,194.95874870638343,469.2681538790162,-63215.25897684608
0.1050562129347326,0.21400116344589187,44.05327787764686,21.37670745222914,214.9236566770794,413.61250865212196,-63213.791707369885
0.1050562129347326,0.21400116344589187,44.05327787764686,21.37670745222914,214.9236566770794,428.1387628777712,-63213.44845201731
0.1050562129347326,0.24442856882441893,44.05327787764686,21.37670745222914,211.5865628870159,438.64156959956284,-63213.106657657394
0.1050562129347326,0.24442856882441893,44.05327787764686,-25.698471293232295,211.5865628870159,425.6110211822448,-63213.87511693272
0.1050562129347326,0.24442856882441893,44.05327787764686,-25.698471293232295,211.5865628870159,400.2130142760684,-63215.034427123304
0.1050562129347326,0.24442856882441893,44.05327787764686,38.91272542921195,211.5865628870159,400.2130142760684,-63214.815483202015
0.1050562129347326,0.22425889844952665,16.609936429629144,38.91272542921195,211.5865628870159,385.80379057854293,-63214.69285186265
0.1050562129347326,0.2550011896529808,16.609936429629144,16.883535508542533,209.70213343623234,385.80379057854293,-63214.32341142007
0.1050562129347326,0.30147233858686845,16.609936429629144,16.883535508542533,209.70213343623234,388.26922510469467,-63214.7361514254
0.1050562129347326,0.2821088760838246,16.609936429629144,16.883535508542533,218.92775905708436,418.1165554553446,-63212.99093331092
0.1050562129347326,0.2766211502056821,3.891954422106272,38.115669512165255,218.92775905708436,419.1717070352428,-63213.544986915644
0.1050562129347326,0.21391083186760984,3.891954422106272,58.81789464024247,218.92775905708436,464.91540526962933,-63214.6253006647
